Net Asset Value,NAV date,Fund Name,lag_1,lag_2,lag_3,lag_4,lag_5
0.9183098591549284,2024-08-23,Bank of India Mid Small Cap Fund,0.9309859154929576,0.9183098591549284,0.8661971830985911,0.8549295774647883,0.8126760563380273
0.929577464788732,2024-08-26,Bank of India Mid Small Cap Fund,0.9183098591549284,0.9309859154929576,0.9183098591549284,0.8661971830985911,0.8549295774647883
0.9633802816901396,2024-08-27,Bank of India Mid Small Cap Fund,0.929577464788732,0.9183098591549284,0.9309859154929576,0.9183098591549284,0.8661971830985911
0.9676056338028163,2024-08-28,Bank of India Mid Small Cap Fund,0.9633802816901396,0.929577464788732,0.9183098591549284,0.9309859154929576,0.9183098591549284
0.9394366197183093,2024-08-29,Bank of India Mid Small Cap Fund,0.9676056338028163,0.9633802816901396,0.929577464788732,0.9183098591549284,0.9309859154929576
1.0,2024-08-30,Bank of India Mid Small Cap Fund,0.9394366197183093,0.9676056338028163,0.9633802816901396,0.929577464788732,0.9183098591549284
0.9450704225352107,2024-09-02,Bank of India Mid Small Cap Fund,1.0,0.9394366197183093,0.9676056338028163,0.9633802816901396,0.929577464788732
0.9661971830985907,2024-09-03,Bank of India Mid Small Cap Fund,0.9450704225352107,1.0,0.9394366197183093,0.9676056338028163,0.9633802816901396
0.9422535211267595,2024-09-04,Bank of India Mid Small Cap Fund,0.9661971830985907,0.9450704225352107,1.0,0.9394366197183093,0.9676056338028163
0.9464788732394362,2024-09-05,Bank of India Mid Small Cap Fund,0.9422535211267595,0.9661971830985907,0.9450704225352107,1.0,0.9394366197183093
0.8845070422535208,2024-09-06,Bank of India Mid Small Cap Fund,0.9464788732394362,0.9422535211267595,0.9661971830985907,0.9450704225352107,1.0
0.845070422535211,2024-09-09,Bank of India Mid Small Cap Fund,0.8845070422535208,0.9464788732394362,0.9422535211267595,0.9661971830985907,0.9450704225352107
0.8816901408450697,2024-09-10,Bank of India Mid Small Cap Fund,0.845070422535211,0.8845070422535208,0.9464788732394362,0.9422535211267595,0.9661971830985907
0.8535211267605627,2024-09-11,Bank of India Mid Small Cap Fund,0.8816901408450697,0.845070422535211,0.8845070422535208,0.9464788732394362,0.9422535211267595
0.9028169014084497,2024-09-12,Bank of India Mid Small Cap Fund,0.8535211267605627,0.8816901408450697,0.845070422535211,0.8845070422535208,0.9464788732394362
0.9507042253521121,2024-09-13,Bank of India Mid Small Cap Fund,0.9028169014084497,0.8535211267605627,0.8816901408450697,0.845070422535211,0.8845070422535208
0.9507042253521121,2024-09-16,Bank of India Mid Small Cap Fund,0.9507042253521121,0.9028169014084497,0.8535211267605627,0.8816901408450697,0.845070422535211
0.933802816901407,2024-09-17,Bank of India Mid Small Cap Fund,0.9507042253521121,0.9507042253521121,0.9028169014084497,0.8535211267605627,0.8816901408450697
0.9042253521126762,2024-09-18,Bank of India Mid Small Cap Fund,0.933802816901407,0.9507042253521121,0.9507042253521121,0.9028169014084497,0.8535211267605627
0.8338028169014082,2024-09-19,Bank of India Mid Small Cap Fund,0.9042253521126762,0.933802816901407,0.9507042253521121,0.9507042253521121,0.9028169014084497
0.8943661971830981,2024-09-20,Bank of India Mid Small Cap Fund,0.8338028169014082,0.9042253521126762,0.933802816901407,0.9507042253521121,0.9507042253521121
0.929577464788732,2024-09-23,Bank of India Mid Small Cap Fund,0.8943661971830981,0.8338028169014082,0.9042253521126762,0.933802816901407,0.9507042253521121
0.9380281690140837,2024-09-24,Bank of India Mid Small Cap Fund,0.929577464788732,0.8943661971830981,0.8338028169014082,0.9042253521126762,0.933802816901407
0.912676056338027,2024-09-25,Bank of India Mid Small Cap Fund,0.9380281690140837,0.929577464788732,0.8943661971830981,0.8338028169014082,0.9042253521126762
0.8943661971830981,2024-09-26,Bank of India Mid Small Cap Fund,0.912676056338027,0.9380281690140837,0.929577464788732,0.8943661971830981,0.8338028169014082
0.9112676056338023,2024-09-27,Bank of India Mid Small Cap Fund,0.8943661971830981,0.912676056338027,0.9380281690140837,0.929577464788732,0.8943661971830981
0.9070422535211264,2024-09-30,Bank of India Mid Small Cap Fund,0.9112676056338023,0.8943661971830981,0.912676056338027,0.9380281690140837,0.929577464788732
0.9197183098591548,2024-10-01,Bank of India Mid Small Cap Fund,0.9070422535211264,0.9112676056338023,0.8943661971830981,0.912676056338027,0.9380281690140837
0.8366197183098585,2024-10-03,Bank of India Mid Small Cap Fund,0.9197183098591548,0.9070422535211264,0.9112676056338023,0.8943661971830981,0.912676056338027
0.8211267605633799,2024-10-04,Bank of India Mid Small Cap Fund,0.8366197183098585,0.9197183098591548,0.9070422535211264,0.9112676056338023,0.8943661971830981
0.6788732394366193,2024-10-07,Bank of India Mid Small Cap Fund,0.8211267605633799,0.8366197183098585,0.9197183098591548,0.9070422535211264,0.9112676056338023
0.7845070422535212,2024-10-08,Bank of India Mid Small Cap Fund,0.6788732394366193,0.8211267605633799,0.8366197183098585,0.9197183098591548,0.9070422535211264
0.8352112676056338,2024-10-09,Bank of India Mid Small Cap Fund,0.7845070422535212,0.6788732394366193,0.8211267605633799,0.8366197183098585,0.9197183098591548
0.8366197183098585,2024-10-10,Bank of India Mid Small Cap Fund,0.8352112676056338,0.7845070422535212,0.6788732394366193,0.8211267605633799,0.8366197183098585
0.8633802816901399,2024-10-11,Bank of India Mid Small Cap Fund,0.8366197183098585,0.8352112676056338,0.7845070422535212,0.6788732394366193,0.8211267605633799
0.8887323943661958,2024-10-14,Bank of India Mid Small Cap Fund,0.8633802816901399,0.8366197183098585,0.8352112676056338,0.7845070422535212,0.6788732394366193
0.9211267605633795,2024-10-15,Bank of India Mid Small Cap Fund,0.8887323943661958,0.8633802816901399,0.8366197183098585,0.8352112676056338,0.7845070422535212
0.9140845070422534,2024-10-16,Bank of India Mid Small Cap Fund,0.9211267605633795,0.8887323943661958,0.8633802816901399,0.8366197183098585,0.8352112676056338
0.8633802816901399,2024-10-17,Bank of India Mid Small Cap Fund,0.9140845070422534,0.9211267605633795,0.8887323943661958,0.8633802816901399,0.8366197183098585
0.8732394366197171,2024-10-18,Bank of India Mid Small Cap Fund,0.8633802816901399,0.9140845070422534,0.9211267605633795,0.8887323943661958,0.8633802816901399
0.7943661971830984,2024-10-21,Bank of India Mid Small Cap Fund,0.8732394366197171,0.8633802816901399,0.9140845070422534,0.9211267605633795,0.8887323943661958
0.633802816901408,2024-10-22,Bank of India Mid Small Cap Fund,0.7943661971830984,0.8732394366197171,0.8633802816901399,0.9140845070422534,0.9211267605633795
0.683098591549296,2024-10-23,Bank of India Mid Small Cap Fund,0.633802816901408,0.7943661971830984,0.8732394366197171,0.8633802816901399,0.9140845070422534
0.647887323943662,2024-10-24,Bank of India Mid Small Cap Fund,0.683098591549296,0.633802816901408,0.7943661971830984,0.8732394366197171,0.8633802816901399
0.5619718309859154,2024-10-25,Bank of India Mid Small Cap Fund,0.647887323943662,0.683098591549296,0.633802816901408,0.7943661971830984,0.8732394366197171
0.6140845070422527,2024-10-28,Bank of India Mid Small Cap Fund,0.5619718309859154,0.647887323943662,0.683098591549296,0.633802816901408,0.7943661971830984
0.6464788732394355,2024-10-29,Bank of India Mid Small Cap Fund,0.6140845070422527,0.5619718309859154,0.647887323943662,0.683098591549296,0.633802816901408
0.6915492957746467,2024-10-30,Bank of India Mid Small Cap Fund,0.6464788732394355,0.6140845070422527,0.5619718309859154,0.647887323943662,0.683098591549296
0.7309859154929574,2024-10-31,Bank of India Mid Small Cap Fund,0.6915492957746467,0.6464788732394355,0.6140845070422527,0.5619718309859154,0.647887323943662
0.704225352112676,2024-11-04,Bank of India Mid Small Cap Fund,0.7309859154929574,0.6915492957746467,0.6464788732394355,0.6140845070422527,0.5619718309859154
0.7211267605633793,2024-11-05,Bank of India Mid Small Cap Fund,0.704225352112676,0.7309859154929574,0.6915492957746467,0.6464788732394355,0.6140845070422527
0.8422535211267599,2024-11-06,Bank of India Mid Small Cap Fund,0.7211267605633793,0.704225352112676,0.7309859154929574,0.6915492957746467,0.6464788732394355
0.8225352112676045,2024-11-07,Bank of India Mid Small Cap Fund,0.8422535211267599,0.7211267605633793,0.704225352112676,0.7309859154929574,0.6915492957746467
0.7422535211267594,2024-11-08,Bank of India Mid Small Cap Fund,0.8225352112676045,0.8422535211267599,0.7211267605633793,0.704225352112676,0.7309859154929574
0.7084507042253518,2024-11-11,Bank of India Mid Small Cap Fund,0.7422535211267594,0.8225352112676045,0.8422535211267599,0.7211267605633793,0.704225352112676
0.6788732394366193,2024-11-12,Bank of India Mid Small Cap Fund,0.7084507042253518,0.7422535211267594,0.8225352112676045,0.8422535211267599,0.7211267605633793
0.5563380281690131,2024-11-13,Bank of India Mid Small Cap Fund,0.6788732394366193,0.7084507042253518,0.7422535211267594,0.8225352112676045,0.8422535211267599
0.5957746478873229,2024-11-14,Bank of India Mid Small Cap Fund,0.5563380281690131,0.6788732394366193,0.7084507042253518,0.7422535211267594,0.8225352112676045
0.5788732394366196,2024-11-18,Bank of India Mid Small Cap Fund,0.5957746478873229,0.5563380281690131,0.6788732394366193,0.7084507042253518,0.7422535211267594
0.616901408450703,2024-11-19,Bank of India Mid Small Cap Fund,0.5788732394366196,0.5957746478873229,0.5563380281690131,0.6788732394366193,0.7084507042253518
0.18430499148434443,2024-05-28,HDFC Focused 30 Fund,0.1934494956111612,0.18561509236211204,0.1759465478841875,0.11384776627800353,0.10991746364470067
0.14982313638150124,2024-05-29,HDFC Focused 30 Fund,0.18430499148434443,0.1934494956111612,0.18561509236211204,0.1759465478841875,0.11384776627800353
0.12401414908948016,2024-05-30,HDFC Focused 30 Fund,0.14982313638150124,0.18430499148434443,0.1934494956111612,0.18561509236211204,0.1759465478841875
0.1351238045329488,2024-05-31,HDFC Focused 30 Fund,0.12401414908948016,0.14982313638150124,0.18430499148434443,0.1934494956111612,0.18561509236211204
0.24299751080833243,2024-06-03,HDFC Focused 30 Fund,0.1351238045329488,0.12401414908948016,0.14982313638150124,0.18430499148434443,0.1934494956111612
0.0,2024-06-04,HDFC Focused 30 Fund,0.24299751080833243,0.1351238045329488,0.12401414908948016,0.14982313638150124,0.18430499148434443
0.16056596357919517,2024-06-05,HDFC Focused 30 Fund,0.0,0.24299751080833243,0.1351238045329488,0.12401414908948016,0.14982313638150124
0.22159046246560976,2024-06-06,HDFC Focused 30 Fund,0.16056596357919517,0.0,0.24299751080833243,0.1351238045329488,0.12401414908948016
0.2794445172278266,2024-06-07,HDFC Focused 30 Fund,0.22159046246560976,0.16056596357919517,0.0,0.24299751080833243,0.1351238045329488
0.30721865583649954,2024-06-10,HDFC Focused 30 Fund,0.2794445172278266,0.22159046246560976,0.16056596357919517,0.0,0.24299751080833243
0.3083977466264898,2024-06-11,HDFC Focused 30 Fund,0.30721865583649954,0.2794445172278266,0.22159046246560976,0.16056596357919517,0.0
0.3212629372461677,2024-06-12,HDFC Focused 30 Fund,0.3083977466264898,0.30721865583649954,0.2794445172278266,0.22159046246560976,0.16056596357919517
0.33824184462203544,2024-06-13,HDFC Focused 30 Fund,0.3212629372461677,0.3083977466264898,0.30721865583649954,0.2794445172278266,0.22159046246560976
0.35482772173457366,2024-06-14,HDFC Focused 30 Fund,0.33824184462203544,0.3212629372461677,0.3083977466264898,0.30721865583649954,0.2794445172278266
0.38687278920476853,2024-06-18,HDFC Focused 30 Fund,0.35482772173457366,0.33824184462203544,0.3212629372461677,0.3083977466264898,0.30721865583649954
0.4013625049128775,2024-06-19,HDFC Focused 30 Fund,0.38687278920476853,0.35482772173457366,0.33824184462203544,0.3212629372461677,0.3083977466264898
0.42127603825494564,2024-06-20,HDFC Focused 30 Fund,0.4013625049128775,0.38687278920476853,0.35482772173457366,0.33824184462203544,0.3212629372461677
0.4285339971177775,2024-06-21,HDFC Focused 30 Fund,0.42127603825494564,0.4013625049128775,0.38687278920476853,0.35482772173457366,0.33824184462203544
0.43946023843835924,2024-06-24,HDFC Focused 30 Fund,0.4285339971177775,0.42127603825494564,0.4013625049128775,0.38687278920476853,0.35482772173457366
0.48670247609065864,2024-06-25,HDFC Focused 30 Fund,0.43946023843835924,0.4285339971177775,0.42127603825494564,0.4013625049128775,0.38687278920476853
0.4863356478448839,2024-06-26,HDFC Focused 30 Fund,0.48670247609065864,0.43946023843835924,0.4285339971177775,0.42127603825494564,0.4013625049128775
0.49411764705882355,2024-06-27,HDFC Focused 30 Fund,0.4863356478448839,0.48670247609065864,0.43946023843835924,0.4285339971177775,0.42127603825494564
0.47202934625966186,2024-06-28,HDFC Focused 30 Fund,0.49411764705882355,0.4863356478448839,0.48670247609065864,0.43946023843835924,0.4285339971177775
0.5038647975894142,2024-07-01,HDFC Focused 30 Fund,0.47202934625966186,0.49411764705882355,0.4863356478448839,0.48670247609065864,0.43946023843835924
0.48670247609065864,2024-07-02,HDFC Focused 30 Fund,0.5038647975894142,0.47202934625966186,0.49411764705882355,0.4863356478448839,0.48670247609065864
0.5245381894405874,2024-07-03,HDFC Focused 30 Fund,0.48670247609065864,0.5038647975894142,0.47202934625966186,0.49411764705882355,0.4863356478448839
0.5473077426961881,2024-07-04,HDFC Focused 30 Fund,0.5245381894405874,0.48670247609065864,0.5038647975894142,0.47202934625966186,0.49411764705882355
0.5375081881304853,2024-07-05,HDFC Focused 30 Fund,0.5473077426961881,0.5245381894405874,0.48670247609065864,0.5038647975894142,0.47202934625966186
0.526110310493908,2024-07-08,HDFC Focused 30 Fund,0.5375081881304853,0.5473077426961881,0.5245381894405874,0.48670247609065864,0.5038647975894142
0.5545919035765756,2024-07-09,HDFC Focused 30 Fund,0.526110310493908,0.5375081881304853,0.5473077426961881,0.5245381894405874,0.48670247609065864
0.5416743089217873,2024-07-10,HDFC Focused 30 Fund,0.5545919035765756,0.526110310493908,0.5375081881304853,0.5473077426961881,0.5245381894405874
0.5433512380453296,2024-07-11,HDFC Focused 30 Fund,0.5416743089217873,0.5545919035765756,0.526110310493908,0.5375081881304853,0.5473077426961881
0.5652561247216035,2024-07-12,HDFC Focused 30 Fund,0.5433512380453296,0.5416743089217873,0.5545919035765756,0.526110310493908,0.5375081881304853
0.5868727892047687,2024-07-15,HDFC Focused 30 Fund,0.5652561247216035,0.5433512380453296,0.5416743089217873,0.5545919035765756,0.526110310493908
0.5896240010480804,2024-07-16,HDFC Focused 30 Fund,0.5868727892047687,0.5652561247216035,0.5433512380453296,0.5416743089217873,0.5545919035765756
0.6022271714922045,2024-07-18,HDFC Focused 30 Fund,0.5896240010480804,0.5868727892047687,0.5652561247216035,0.5433512380453296,0.5416743089217873
0.5598061050700895,2024-07-19,HDFC Focused 30 Fund,0.6022271714922045,0.5896240010480804,0.5868727892047687,0.5652561247216035,0.5433512380453296
0.5631337612996195,2024-07-22,HDFC Focused 30 Fund,0.5598061050700895,0.6022271714922045,0.5896240010480804,0.5868727892047687,0.5652561247216035
0.5526267522599237,2024-07-23,HDFC Focused 30 Fund,0.5631337612996195,0.5598061050700895,0.6022271714922045,0.5896240010480804,0.5868727892047687
0.5706537403380061,2024-07-24,HDFC Focused 30 Fund,0.5526267522599237,0.5631337612996195,0.5598061050700895,0.6022271714922045,0.5896240010480804
0.5487226516441766,2024-07-25,HDFC Focused 30 Fund,0.5706537403380061,0.5526267522599237,0.5631337612996195,0.5598061050700895,0.6022271714922045
0.6185510284291889,2024-07-26,HDFC Focused 30 Fund,0.5487226516441766,0.5706537403380061,0.5526267522599237,0.5631337612996195,0.5598061050700895
0.6101663828114772,2024-07-29,HDFC Focused 30 Fund,0.6185510284291889,0.5487226516441766,0.5706537403380061,0.5526267522599237,0.5631337612996195
0.608489453687934,2024-07-30,HDFC Focused 30 Fund,0.6101663828114772,0.6185510284291889,0.5487226516441766,0.5706537403380061,0.5526267522599237
0.6281933708895586,2024-07-31,HDFC Focused 30 Fund,0.608489453687934,0.6101663828114772,0.6185510284291889,0.5487226516441766,0.5706537403380061
0.6285864011528881,2024-08-01,HDFC Focused 30 Fund,0.6281933708895586,0.608489453687934,0.6101663828114772,0.6185510284291889,0.5487226516441766
0.5772304467443998,2024-08-02,HDFC Focused 30 Fund,0.6285864011528881,0.6281933708895586,0.608489453687934,0.6101663828114772,0.6185510284291889
0.45405476221668994,2024-08-05,HDFC Focused 30 Fund,0.5772304467443998,0.6285864011528881,0.6281933708895586,0.608489453687934,0.6101663828114772
0.4362635922966067,2024-08-06,HDFC Focused 30 Fund,0.45405476221668994,0.5772304467443998,0.6285864011528881,0.6281933708895586,0.608489453687934
0.4950347176732608,2024-08-07,HDFC Focused 30 Fund,0.4362635922966067,0.45405476221668994,0.5772304467443998,0.6285864011528881,0.6281933708895586
0.48463251670378593,2024-08-08,HDFC Focused 30 Fund,0.4950347176732608,0.4362635922966067,0.45405476221668994,0.5772304467443998,0.6285864011528881
0.5106773221538052,2024-08-09,HDFC Focused 30 Fund,0.48463251670378593,0.4950347176732608,0.4362635922966067,0.45405476221668994,0.5772304467443998
0.5227826542643781,2024-08-12,HDFC Focused 30 Fund,0.5106773221538052,0.48463251670378593,0.4950347176732608,0.4362635922966067,0.45405476221668994
0.48450150661600944,2024-08-13,HDFC Focused 30 Fund,0.5227826542643781,0.5106773221538052,0.48463251670378593,0.4950347176732608,0.4362635922966067
0.4751997903838596,2024-08-14,HDFC Focused 30 Fund,0.48450150661600944,0.5227826542643781,0.5106773221538052,0.48463251670378593,0.4950347176732608
0.552521944189702,2024-08-16,HDFC Focused 30 Fund,0.4751997903838596,0.48450150661600944,0.5227826542643781,0.5106773221538052,0.48463251670378593
0.5499541464692781,2024-08-19,HDFC Focused 30 Fund,0.552521944189702,0.4751997903838596,0.48450150661600944,0.5227826542643781,0.5106773221538052
0.5760775579719635,2024-08-20,HDFC Focused 30 Fund,0.5499541464692781,0.552521944189702,0.4751997903838596,0.48450150661600944,0.5227826542643781
0.6001572121053318,2024-08-21,HDFC Focused 30 Fund,0.5760775579719635,0.5499541464692781,0.552521944189702,0.4751997903838596,0.48450150661600944
0.6142538975501113,2024-08-22,HDFC Focused 30 Fund,0.6001572121053318,0.5760775579719635,0.5499541464692781,0.552521944189702,0.4751997903838596
0.61155508974191,2024-08-23,HDFC Focused 30 Fund,0.6142538975501113,0.6001572121053318,0.5760775579719635,0.5499541464692781,0.552521944189702
0.645539106511201,2024-08-26,HDFC Focused 30 Fund,0.61155508974191,0.6142538975501113,0.6001572121053318,0.5760775579719635,0.5499541464692781
0.6600812262544213,2024-08-27,HDFC Focused 30 Fund,0.645539106511201,0.61155508974191,0.6142538975501113,0.6001572121053318,0.5760775579719635
